Country Name,Country Code,Series Name,Series Code,1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Arab World,ARB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,4081.914942,4584.93309,4815.826364,4621.886885,4990.744454,5273.008967,5244.948908,4626.21508,4191.124827,4109.272771,3901.788188,3957.519414,3820.495264,3921.089154,3894.489818,4250.445121,4201.791617,4324.672036,4347.911537,4376.092163,4362.829426,4458.034692,4546.27198,4681.204336,4670.118174,4818.589735,4795.152767,4724.64581,4870.031225,5208.602873,5382.99375,5599.102508,5713.955066,5898.88525,5784.690614,5917.245724,5989.899176,6246.939955,6301.039057,6317.591362,6389.313945,6449.365049,6399.6786
Arab World,ARB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,5.7491E+11,6.66339E+11,7.23015E+11,7.17242E+11,8.00478E+11,8.73682E+11,8.97159E+11,8.16481E+11,7.62809E+11,7.70944E+11,7.54256E+11,7.87917E+11,7.82982E+11,8.26741E+11,8.44276E+11,9.55226E+11,9.69899E+11,1.01646E+12,1.04909E+12,1.0828E+12,1.11265E+12,1.16285E+12,1.21192E+12,1.27439E+12,1.29812E+12,1.36767E+12,1.38988E+12,1.39862E+12,1.47287E+12,1.6103E+12,1.70245E+12,1.81284E+12,1.89505E+12,2.00459E+12,2.01391E+12,2.10955E+12,2.18569E+12,2.33203E+12,2.40512E+12,2.46413E+12,2.5449E+12,2.62136E+12,2.65261E+12
Arab World,ARB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,49.69469833,49.61061096,49.2213707,50.70793152,52.15216064,55.05638123,56.59075165,58.59352112,57.90307999,53.6986618,56.69319153,60.05550003,60.77613068,61.92502975,64.24416351,68.24465942,67.29387665,67.16340637,67.54724884,67.66310883,68.91236877,68.87973022,69.61591339,69.79498291,70.59632111,71.59275818,72.59832764,73.39940643,74.34024048,75.26448059,74.81661987,75.9484024,76.85677338,79.3291626,81.26309204,82.12270355,80.57479095,82.61856842,84.76885223,83.39543915,85.17182159,85.82782745,87.21676636,84.70348358,85.31481171,84.7203064,83.91194916,..
Arab World,ARB,Number of infant deaths,SH.DTH.IMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,458289,446730,435170,423691,412213,400917,390124,379984,370577,361936,354193,347274,341056,335629,330897,326848,323415,320197,317302,314910,312946,311208,309437,306656,303107,298658,293645,288028
Arab World,ARB,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.36186952,..,..,..,..,..,..,..,..,..,47.84691803,..,..,..,..,..,..,..,..,..,34.98833688,..,..,..,..,31.12424919,..,29.96736177
Arab World,ARB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.20902516,..,..,..,..,..,..,..,..,..,40.61408378,..,..,..,..,..,..,..,..,..,29.50721587,..,..,..,..,26.13184751,..,25.11057577
Arab World,ARB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.38751692,56.75067485,55.22101136,53.7899618,52.3671605,50.98654939,49.61520244,48.26355982,46.95115431,45.64683844,44.33044431,43.03655217,41.7439373,40.49585673,39.28043692,38.10532675,36.8880325,35.69457413,34.49002849,33.35316023,32.35308726,31.41645259,30.65605893,29.93913671,29.30270419,28.68035489,28.13720166,27.61057501
Arab World,ARB,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.10257983,0.104628074,0.105073319,0.107113857,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.104093612,0.104108063,0.105951875,0.106347456,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.101363078,0.101762353,0.102183356,0.104365648,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,4779624,4839881,4900059,4960647,5021359,5082049,5142246,5201705,5260062,5317542,5375393,5435143,5497756,5564200,5633661,5702754,5766957,5823242,5870023,5908886,5943661,5979907,6021614,6070204,6124265,6181538,6238576,6292827,6343683,6392040,6438587,6484510,6530691,6577216,6623792,6670276,6716373,6761932,6806838,6851221,6895315,6939534,6984096,7029022,7074129,7118888,7162679,7204948,7245472,7284294
Caribbean small states,CSS,Rural population,SP.RUR.TOTL,2904062,2915142,2926345,2939733,2947856,2950680,2952604,2953408,2952836,2951162,2948859,2946743,2946705,2964642,2983195,3008019,3029608,3046464,3057777,3064489,3068926,3074350,3083269,3097406,3116054,3136640,3157185,3176117,3193135,3208780,3223277,3237228,3251500,3269529,3290012,3311420,3332684,3354296,3375566,3396605,3417544,3438746,3460180,3480649,3498542,3515540,3531020,3544650,3556189,3565708
Caribbean small states,CSS,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.440963787,..,..,..,..,3.692947391,..,..,..,..,3.977986443,..,..,..,..,4.336908886,..,..,..,..,4.647923372,..,..,..,..,4.896057484,..,..
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.93451563,79.97517829,80.79429208,81.86284749,82.3787406,83.15428232,85.82487727,84.63400591,85.29306611,86.45337933,87.15004827,88.75958463,88.62112761,88.93760837,89.50823308,90.10656897,90.03914387,91.26551039,92.31475504,92.36868097,93.11451107,92.67709519,93.6253228,94.67222251,95.55792271,95.56868404,96.01630931,..
Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.1945179,0.554062812,0.902656601,1.940615004,3.368846384,4.922554855,8.308320744,11.74627455,14.89834578,16.81669973,19.42528189,22.29393357,24.50228747,27.67452832,31.7555303,35.40769011,42.18432319,42.55248247,45.33528704,48.40726875,50.89816485,53.55820249,..
Caribbean small states,CSS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5244.68436,5460.586582,5653.123852,5689.993192,6098.055553,5992.219623,5727.321076,5573.517639,5530.446486,5706.455562,5996.67271,6195.517422,6101.831459,6060.401593,6080.242806,5851.800542,5819.142342,5735.473216,5738.476222,5767.030495,5854.718996,6087.755467,6121.939873,6150.499715,6068.541251,6178.42569,6296.508177,6435.901057,6599.931431,6750.015367,6899.74037,7134.539337,7331.643961,7429.498142,7654.439305,8038.204641,8308.298071,8558.331571,9069.133411,9295.101868,9355.413993,8970.52552,9039.288633,9075.82274,9140.485318,9172.523645,9169.712516,9226.215755,9001.24386,8955.868882
Caribbean small states,CSS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,25067619238,26428589249,27700640411,28226047660,30620526135,30452753745,29451293895,28991794570,29090491403,30344317124,32234472508,33673523149,33546380513,33721286544,34254026769,33371378948,33558743661,33399048522,33684987406,34076725755,34798464963,36404211529,36863958847,37334787972,37165354784,38192173181,39281244796,40500011943,41867872822,43146368228,44424578652,46263991676,47880701232,48865414051,50701413833,53617043501,55801628842,57870856117,61732121930,63682797112,64508526438,62251266843,63131259584,63794157706,64660972264,65298168508,65679707274,66474404754,65218260350,65237181962
Caribbean small states,CSS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,89.75743866,89.30667877,91.33792114,90.93209076,92.37519836,89.9813385,91.11238861,92.35700989,91.58567047,91.34513092,88.94242859,89.60671997,91.33247375,92.4451828,94.39363861,94.9969635,93.92008972,93.19004822,91.83532715,90.04202271,88.2110672,87.98085022,88.77658081,90.58673859,92.30341339,91.22421265,86.20562744,87.79810333,87.32073975,89.31800079,89.85991669,90.79657745,90.45664978,91.18708038,92.36669922,91.29953003,92.13050079,92.56867218,92.28868103,..,..,..,..
Caribbean small states,CSS,Number of infant deaths,SH.DTH.IMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4394,4241,4094,3956,3822,3695,3569,3450,3332,3218,3110,3009,2919,2837,2767,2707,2651,2598,2546,2488,2429,2364,2299,2232,2163,2093,2020,1948
Caribbean small states,CSS,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.78954373,..,..,..,..,..,..,..,..,..,26.10507639,..,..,..,..,..,..,..,..,..,22.06337796,..,..,..,..,19.31986566,..,18.16492887
Caribbean small states,CSS,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.23589546,..,..,..,..,..,..,..,..,..,20.73657002,..,..,..,..,..,..,..,..,..,17.60850076,..,..,..,..,15.34753394,..,14.446734
Caribbean small states,CSS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.59474873,28.91292381,28.17432201,27.53494344,26.86804091,26.20636863,25.62765823,25.00575167,24.45406949,23.9812532,23.47146243,23.0303946,22.62298082,22.27866464,21.9585349,21.67024346,21.3575279,21.06425845,20.68651573,20.28756336,19.89168377,19.42671895,18.94541731,18.43953475,17.90748844,17.37256719,16.84635045,16.32311858
Caribbean small states,CSS,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.591222754,0.755971369,0.921687016,1.133398632,1.237558451,1.343316736,1.468970475,1.537750127,1.598938336,1.625542792,1.688409664,1.714476164,1.704828659,1.746043079,1.719582069,1.698325139,1.739187065,1.704562201,1.678873808,1.684251652,1.690829384,1.647742676,1.665150801,1.670386217,1.630255558,1.625445481,1.635811238,1.610158391
Caribbean small states,CSS,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,97882394,98602140,99133296,99638983,100363597,101120519,101946256,102862489,103770134,104589313,105304312,105924838,106564905,107187982,107770794,108326895,108853181,109360296,109847148,110296680,110688533,110801380,110745760,110290445,110005636,110081461,110019570,109913216,109563097,109459093,109207205,109102354,108405522,107800399,107097577,106760768,106466116,106173766,105901322,105504531,105126686,104924372,104543801,104174038,103935318,103713726,103496179,103257751,102994343,102727102
Central Europe and the Baltics,CEB,Rural population,SP.RUR.TOTL,49294848,49088427,48793002,48398368,48028189,47662999,47318576,47014049,46703977,46324875,45873947,45434958,45073316,44849921,44666156,44465519,44247585,44023343,43797090,43556553,43288562,43009591,42757162,42329535,42128705,42203359,42206885,42201099,42080474,42075869,42004957,42002315,41758536,41519078,41183523,41004247,40841775,40671435,40501920,40267628,40036336,39894573,39707802,39519532,39410425,39310807,39210929,39092678,38947848,38782261
Central Europe and the Baltics,CEB,International migrant stock (% of population),SM.POP.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.441192284,..,..,..,..,3.339679016,..,..,..,..,3.022731885,..,..,..,..,3.144346827,..,..,..,..,3.229129067,..,..,..,..,3.278498037,..,..
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0.148652395,0.389284602,0.622021434,1.068829292,1.791996951,3.515302433,4.967521817,7.054169293,10.2393218,18.25531905,22.59212458,29.24473686,34.74955413,40.79961094,45.28427447,50.68859057,55.10283337,58.59929651,59.12224648,61.72869493,63.47561863,66.49503625,67.35924502,71.35041111,73.43575938
Central Europe and the Baltics,CEB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.17105758,90.59014358,90.883547,90.97385261,91.03416216,91.09652613,91.16229044,91.22406842,91.27466828,91.31184165,91.5708298,..,..
Central Europe and the Baltics,CEB,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7155.996245,6485.465298,6387.802279,6483.7493,6754.983814,7152.070799,7486.167958,7722.977674,7947.940392,8119.886811,8502.157814,8810.142586,9174.937398,9612.870124,10177.60014,10708.72928,11441.21337,12217.9349,12722.76819,12300.30218,12556.4916,13005.62315,13118.85387,13323.82218,13748.87857,14304.99423,14781.07226,15498.62776
Central Europe and the Baltics,CEB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.92496E+11,7.15285E+11,7.02694E+11,7.13741E+11,7.4318E+11,7.86107E+11,8.20208E+11,8.4535E+11,8.67972E+11,8.85899E+11,9.21681E+11,9.49737E+11,9.82614E+11,1.02628E+12,1.08357E+12,1.13699E+12,1.21164E+12,1.28905E+12,1.3375E+12,1.2906E+12,1.3127E+12,1.35485E+12,1.36351E+12,1.38186E+12,1.42296E+12,1.4771E+12,1.52237E+12,1.59213E+12
Central Europe and the Baltics,CEB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,92.45944977,92.49623108,91.98560333,91.96035767,94.18434143,94.11238098,95.04985809,94.7848587,94.54538727,94.35220337,94.0267868,92.90705109,92.48696136,92.69052887,93.57235718,96.11424255,94.86537933,95.01972198,94.7348938,94.3927536,93.06301117,90.76528931,90.79360199,91.16722107,91.58843994,92.28661346,94.75113678,96.8478775,96.45668793,96.03209686,95.98458862,97.64862061,96.91619873,97.74360657,98.35080719,96.94844055,95.72485352,95.12743378,94.2008667,95.26378632,96.92649078,97.26338196,96.1440506,96.55927277,96.26873016,97.05641937,97.0667038,..
Central Europe and the Baltics,CEB,Number of infant deaths,SH.DTH.IMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24655,23096,21570,20025,18438,16900,15452,14083,12784,11679,10830,10195,9744,9384,9054,8679,8186,7687,7234,6802,6468,6138,5867,5543,5220,4912,4627,4348
Central Europe and the Baltics,CEB,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.05395659,..,..,..,..,..,..,..,..,..,11.51177385,..,..,..,..,..,..,..,..,..,6.573574215,..,..,..,..,5.329932718,..,4.822769237
Central Europe and the Baltics,CEB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.15976974,..,..,..,..,..,..,..,..,..,9.355142486,..,..,..,..,..,..,..,..,..,5.389815885,..,..,..,..,4.36357718,..,3.973237905
Central Europe and the Baltics,CEB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.08745263,15.66595842,15.22010019,14.78881827,14.21830744,13.63165627,13.05413247,12.38206995,11.65341405,10.96817662,10.44122107,9.956604849,9.600729981,9.213237095,8.784887759,8.331819301,7.751795174,7.180442757,6.719275232,6.293143552,6.012544558,5.740492155,5.545905706,5.346362611,5.078932394,4.862616623,4.651530518,4.409623726
Central Europe and the Baltics,CEB,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,Children (0-14) living with HIV,SH.HIV.0014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
